BOPOMR;HERKOMST;HFUDD;ALDER;KØN;TID;INDHOLD 
219 Hillerød;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2012 2012;3159
219 Hillerød;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2012 2012;299
219 Hillerød;TOT Total;TOT Total;TOT Age, total;TOT Total;2012 2012;33315
223 Hørsholm;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2012 2012;835
223 Hørsholm;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2012 2012;2634
223 Hørsholm;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2012 2012;344
223 Hørsholm;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2012 2012;2922
223 Hørsholm;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2012 2012;211
223 Hørsholm;TOT Total;TOT Total;TOT Age, total;TOT Total;2012 2012;15992
230 Rudersdal;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2012 2012;1577
230 Rudersdal;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2012 2012;5886
230 Rudersdal;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2012 2012;1068
230 Rudersdal;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2012 2012;7644
230 Rudersdal;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2012 2012;774
230 Rudersdal;TOT Total;TOT Total;TOT Age, total;TOT Total;2012 2012;35974
240 Egedal;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2012 2012;1758
240 Egedal;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2012 2012;4175
240 Egedal;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2012 2012;298
240 Egedal;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2012 2012;2084
240 Egedal;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2012 2012;229
240 Egedal;TOT Total;TOT Total;TOT Age, total;TOT Total;2012 2012;29040
250 Frederikssund;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2012 2012;1489
250 Frederikssund;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2012 2012;4289
250 Frederikssund;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2012 2012;248
250 Frederikssund;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2012 2012;1457
250 Frederikssund;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2012 2012;113
250 Frederikssund;TOT Total;TOT Total;TOT Age, total;TOT Total;2012 2012;30681
253 Greve;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2012 2012;1717
253 Greve;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2012 2012;3820
253 Greve;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2012 2012;351
253 Greve;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2012 2012;1762
253 Greve;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2012 2012;103
253 Greve;TOT Total;TOT Total;TOT Age, total;TOT Total;2012 2012;33776
259 Køge;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2012 2012;1967
259 Køge;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2012 2012;4723
259 Køge;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2012 2012;345
259 Køge;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2012 2012;1796
259 Køge;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2012 2012;110
259 Køge;TOT Total;TOT Total;TOT Age, total;TOT Total;2012 2012;40541
260 Halsnæs;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2012 2012;869
260 Halsnæs;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2012 2012;2763
260 Halsnæs;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2012 2012;147
260 Halsnæs;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2012 2012;721
260 Halsnæs;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2012 2012;55
260 Halsnæs;TOT Total;TOT Total;TOT Age, total;TOT Total;2012 2012;21553
265 Roskilde;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2012 2012;3138
265 Roskilde;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2012 2012;8911
265 Roskilde;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2012 2012;903
265 Roskilde;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2012 2012;5566
265 Roskilde;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2012 2012;585
265 Roskilde;TOT Total;TOT Total;TOT Age, total;TOT Total;2012 2012;58931
269 Solrød;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2012 2012;870
269 Solrød;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2012 2012;1891
269 Solrød;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2012 2012;157
269 Solrød;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2012 2012;894
269 Solrød;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2012 2012;48
269 Solrød;TOT Total;TOT Total;TOT Age, total;TOT Total;2012 2012;14786
270 Gribskov;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2012 2012;1206
270 Gribskov;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2012 2012;4033
270 Gribskov;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2012 2012;266
270 Gribskov;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2012 2012;1442
270 Gribskov;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2012 2012;104
270 Gribskov;TOT Total;TOT Total;TOT Age, total;TOT Total;2012 2012;28375
306 Odsherred;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2012 2012;718
306 Odsherred;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2012 2012;2595
306 Odsherred;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2012 2012;109
306 Odsherred;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2012 2012;607
306 Odsherred;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2012 2012;22
306 Odsherred;TOT Total;TOT Total;TOT Age, total;TOT Total;2012 2012;22580
316 Holbæk;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2012 2012;2089
316 Holbæk;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2012 2012;6916
316 Holbæk;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2012 2012;338
316 Holbæk;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2012 2012;1999
316 Holbæk;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2012 2012;111
316 Holbæk;TOT Total;TOT Total;TOT Age, total;TOT Total;2012 2012;48848
320 Faxe;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2012 2012;1007
320 Faxe;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2012 2012;2935
320 Faxe;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2012 2012;117
320 Faxe;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2012 2012;738
320 Faxe;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2012 2012;30
320 Faxe;TOT Total;TOT Total;TOT Age, total;TOT Total;2012 2012;24766
326 Kalundborg;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2012 2012;1403
326 Kalundborg;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2012 2012;3761
326 Kalundborg;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2012 2012;131
326 Kalundborg;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2012 2012;878
326 Kalundborg;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2012 2012;43
326 Kalundborg;TOT Total;TOT Total;TOT Age, total;TOT Total;2012 2012;33796
329 Ringsted;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2012 2012;1126
329 Ringsted;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2012 2012;2724
329 Ringsted;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2012 2012;197
329 Ringsted;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2012 2012;977
329 Ringsted;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2012 2012;79
329 Ringsted;TOT Total;TOT Total;TOT Age, total;TOT Total;2012 2012;23471
330 Slagelse;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2012 2012;2320
330 Slagelse;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2012 2012;6796
330 Slagelse;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2012 2012;434
330 Slagelse;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2012 2012;1577
330 Slagelse;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2012 2012;76
330 Slagelse;TOT Total;TOT Total;TOT Age, total;TOT Total;2012 2012;54736
336 Stevns;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2012 2012;650
336 Stevns;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2012 2012;1775
336 Stevns;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2012 2012;84
336 Stevns;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2012 2012;542
336 Stevns;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2012 2012;44
336 Stevns;TOT Total;TOT Total;TOT Age, total;TOT Total;2012 2012;15214
340 Sorø;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2012 2012;818
340 Sorø;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2012 2012;2605
340 Sorø;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2012 2012;163
340 Sorø;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2012 2012;1087
340 Sorø;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2012 2012;70
340 Sorø;TOT Total;TOT Total;TOT Age, total;TOT Total;2012 2012;20428
350 Lejre;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2012 2012;1019
350 Lejre;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2012 2012;2661
350 Lejre;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2012 2012;198
350 Lejre;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2012 2012;1376
350 Lejre;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2012 2012;137
350 Lejre;TOT Total;TOT Total;TOT Age, total;TOT Total;2012 2012;18582
360 Lolland;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2012 2012;817
360 Lolland;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2012 2012;3042
360 Lolland;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2012 2012;104
360 Lolland;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2012 2012;564
360 Lolland;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2012 2012;20
360 Lolland;TOT Total;TOT Total;TOT Age, total;TOT Total;2012 2012;30870
370 Næstved;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2012 2012;2476
370 Næstved;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2012 2012;7946
370 Næstved;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2012 2012;370
370 Næstved;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2012 2012;1908
370 Næstved;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2012 2012;85
370 Næstved;TOT Total;TOT Total;TOT Age, total;TOT Total;2012 2012;57326
376 Guldborgsund;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2012 2012;1475
376 Guldborgsund;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2012 2012;5383
376 Guldborgsund;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2012 2012;207
376 Guldborgsund;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2012 2012;1221
376 Guldborgsund;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2012 2012;32
376 Guldborgsund;TOT Total;TOT Total;TOT Age, total;TOT Total;2012 2012;42918
390 Vordingborg;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2012 2012;1124
390 Vordingborg;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2012 2012;4259
390 Vordingborg;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2012 2012;178
390 Vordingborg;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2012 2012;1140
390 Vordingborg;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2012 2012;51
390 Vordingborg;TOT Total;TOT Total;TOT Age, total;TOT Total;2012 2012;31489
400 Bornholm;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2012 2012;884
400 Bornholm;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2012 2012;3485
400 Bornholm;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2012 2012;170
400 Bornholm;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2012 2012;870
400 Bornholm;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2012 2012;30
400 Bornholm;TOT Total;TOT Total;TOT Age, total;TOT Total;2012 2012;28412
410 Middelfart;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2012 2012;1142
410 Middelfart;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2012 2012;3825
410 Middelfart;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2012 2012;180
410 Middelfart;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2012 2012;1236
410 Middelfart;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2012 2012;57
410 Middelfart;TOT Total;TOT Total;TOT Age, total;TOT Total;2012 2012;25906
420 Assens;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2012 2012;1236
420 Assens;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2012 2012;3610
420 Assens;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2012 2012;181
420 Assens;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2012 2012;1022
420 Assens;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2012 2012;54
420 Assens;TOT Total;TOT Total;TOT Age, total;TOT Total;2012 2012;28460
430 Faaborg-Midtfyn;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2012 2012;1623
430 Faaborg-Midtfyn;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2012 2012;4625
430 Faaborg-Midtfyn;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2012 2012;225
430 Faaborg-Midtfyn;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2012 2012;1188
430 Faaborg-Midtfyn;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2012 2012;76
430 Faaborg-Midtfyn;TOT Total;TOT Total;TOT Age, total;TOT Total;2012 2012;35198
440 Kerteminde;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2012 2012;612
440 Kerteminde;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2012 2012;2146
440 Kerteminde;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2012 2012;105
440 Kerteminde;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2012 2012;570
440 Kerteminde;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2012 2012;37
440 Kerteminde;TOT Total;TOT Total;TOT Age, total;TOT Total;2012 2012;16321
450 Nyborg;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2012 2012;923
450 Nyborg;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2012 2012;2812
450 Nyborg;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2012 2012;133
450 Nyborg;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2012 2012;787
450 Nyborg;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2012 2012;58
450 Nyborg;TOT Total;TOT Total;TOT Age, total;TOT Total;2012 2012;21625
461 Odense;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2012 2012;6255
461 Odense;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2012 2012;20394
461 Odense;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2012 2012;4218
461 Odense;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2012 2012;9338
461 Odense;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2012 2012;917
461 Odense;TOT Total;TOT Total;TOT Age, total;TOT Total;2012 2012;140538
479 Svendborg;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2012 2012;1676
479 Svendborg;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2012 2012;7180
479 Svendborg;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2012 2012;295
479 Svendborg;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2012 2012;1594
479 Svendborg;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2012 2012;71
479 Svendborg;TOT Total;TOT Total;TOT Age, total;TOT Total;2012 2012;40843
480 Nordfyns;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2012 2012;866
480 Nordfyns;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2012 2012;2308
480 Nordfyns;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2012 2012;121
480 Nordfyns;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2012 2012;555
480 Nordfyns;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2012 2012;38
480 Nordfyns;TOT Total;TOT Total;TOT Age, total;TOT Total;2012 2012;20222
482 Langeland;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2012 2012;239
482 Langeland;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2012 2012;954
482 Langeland;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2012 2012;42
482 Langeland;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2012 2012;170
482 Langeland;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2012 2012;10
482 Langeland;TOT Total;TOT Total;TOT Age, total;TOT Total;2012 2012;8824
492 Ærø;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2012 2012;198
492 Ærø;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2012 2012;613
492 Ærø;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2012 2012;24
492 Ærø;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2012 2012;149
492 Ærø;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2012 2012;5
492 Ærø;TOT Total;TOT Total;TOT Age, total;TOT Total;2012 2012;4379
510 Haderslev;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2012 2012;1504
510 Haderslev;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2012 2012;5136
510 Haderslev;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2012 2012;235
510 Haderslev;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2012 2012;1282
