ULLIG;KOMMUNEDK;TID;INDHOLD 
70 Gini coefficient;492 Ærø;2012 2012;25.36
70 Gini coefficient;510 Haderslev;2012 2012;24.48
70 Gini coefficient;530 Billund;2012 2012;24.58
70 Gini coefficient;540 Sønderborg;2012 2012;25.32
70 Gini coefficient;550 Tønder;2012 2012;25.50
70 Gini coefficient;561 Esbjerg;2012 2012;25.66
70 Gini coefficient;563 Fanø;2012 2012;25.45
70 Gini coefficient;573 Varde;2012 2012;25.37
70 Gini coefficient;575 Vejen;2012 2012;24.35
70 Gini coefficient;580 Aabenraa;2012 2012;24.83
70 Gini coefficient;607 Fredericia;2012 2012;23.82
70 Gini coefficient;615 Horsens;2012 2012;24.67
70 Gini coefficient;621 Kolding;2012 2012;25.15
70 Gini coefficient;630 Vejle;2012 2012;25.25
70 Gini coefficient;657 Herning;2012 2012;24.72
70 Gini coefficient;661 Holstebro;2012 2012;26.00
70 Gini coefficient;665 Lemvig;2012 2012;25.45
70 Gini coefficient;671 Struer;2012 2012;24.39
70 Gini coefficient;706 Syddjurs;2012 2012;24.03
70 Gini coefficient;707 Norddjurs;2012 2012;23.44
70 Gini coefficient;710 Favrskov;2012 2012;22.58
70 Gini coefficient;727 Odder;2012 2012;22.81
70 Gini coefficient;730 Randers;2012 2012;23.26
70 Gini coefficient;740 Silkeborg;2012 2012;24.36
70 Gini coefficient;741 Samsø;2012 2012;23.08
70 Gini coefficient;746 Skanderborg;2012 2012;22.63
70 Gini coefficient;751 Aarhus;2012 2012;30.67
70 Gini coefficient;756 Ikast-Brande;2012 2012;23.80
70 Gini coefficient;760 Ringkøbing-Skjern;2012 2012;25.89
70 Gini coefficient;766 Hedensted;2012 2012;22.81
70 Gini coefficient;773 Morsø;2012 2012;26.00
70 Gini coefficient;779 Skive;2012 2012;22.91
70 Gini coefficient;787 Thisted;2012 2012;24.52
70 Gini coefficient;791 Viborg;2012 2012;23.81
70 Gini coefficient;810 Brønderslev;2012 2012;23.34
70 Gini coefficient;813 Frederikshavn;2012 2012;24.06
70 Gini coefficient;820 Vesthimmerlands;2012 2012;24.15
70 Gini coefficient;825 Læsø;2012 2012;22.90
70 Gini coefficient;840 Rebild;2012 2012;24.01
70 Gini coefficient;846 Mariagerfjord;2012 2012;23.78
70 Gini coefficient;849 Jammerbugt;2012 2012;24.45
70 Gini coefficient;851 Aalborg;2012 2012;26.39
70 Gini coefficient;860 Hjørring;2012 2012;24.89
71 Hoover index;000 All Denmark;2012 2012;18.72
71 Hoover index;101 Copenhagen;2012 2012;21.83
71 Hoover index;147 Frederiksberg;2012 2012;23.18
71 Hoover index;151 Ballerup;2012 2012;17.45
71 Hoover index;153 Brøndby;2012 2012;16.93
71 Hoover index;155 Dragør;2012 2012;17.70
71 Hoover index;157 Gentofte;2012 2012;28.69
71 Hoover index;159 Gladsaxe;2012 2012;19.16
71 Hoover index;161 Glostrup;2012 2012;16.85
71 Hoover index;163 Herlev;2012 2012;17.01
71 Hoover index;165 Albertslund;2012 2012;17.60
71 Hoover index;167 Hvidovre;2012 2012;16.85
71 Hoover index;169 Høje-Taastrup;2012 2012;16.83
71 Hoover index;173 Lyngby-Taarbæk;2012 2012;22.56
71 Hoover index;175 Rødovre;2012 2012;16.82
71 Hoover index;183 Ishøj;2012 2012;16.66
71 Hoover index;185 Tårnby;2012 2012;15.82
71 Hoover index;187 Vallensbæk;2012 2012;16.18
71 Hoover index;190 Furesø;2012 2012;19.28
71 Hoover index;201 Allerød;2012 2012;17.13
71 Hoover index;210 Fredensborg;2012 2012;20.66
71 Hoover index;217 Helsingør;2012 2012;19.01
71 Hoover index;219 Hillerød;2012 2012;17.20
71 Hoover index;223 Hørsholm;2012 2012;25.07
71 Hoover index;230 Rudersdal;2012 2012;25.69
71 Hoover index;240 Egedal;2012 2012;14.22
71 Hoover index;250 Frederikssund;2012 2012;15.95
71 Hoover index;253 Greve;2012 2012;16.36
71 Hoover index;259 Køge;2012 2012;16.51
71 Hoover index;260 Halsnæs;2012 2012;14.82
71 Hoover index;265 Roskilde;2012 2012;18.58
71 Hoover index;269 Solrød;2012 2012;17.04
71 Hoover index;270 Gribskov;2012 2012;17.22
71 Hoover index;306 Odsherred;2012 2012;15.43
71 Hoover index;316 Holbæk;2012 2012;16.64
71 Hoover index;320 Faxe;2012 2012;15.75
71 Hoover index;326 Kalundborg;2012 2012;16.50
71 Hoover index;329 Ringsted;2012 2012;16.49
71 Hoover index;330 Slagelse;2012 2012;16.46
71 Hoover index;336 Stevns;2012 2012;16.05
71 Hoover index;340 Sorø;2012 2012;16.62
71 Hoover index;350 Lejre;2012 2012;16.25
71 Hoover index;360 Lolland;2012 2012;17.21
71 Hoover index;370 Næstved;2012 2012;16.13
71 Hoover index;376 Guldborgsund;2012 2012;16.82
71 Hoover index;390 Vordingborg;2012 2012;16.42
71 Hoover index;400 Bornholm;2012 2012;15.29
71 Hoover index;410 Middelfart;2012 2012;16.25
71 Hoover index;420 Assens;2012 2012;15.31
71 Hoover index;430 Faaborg-Midtfyn;2012 2012;15.47
71 Hoover index;440 Kerteminde;2012 2012;16.26
71 Hoover index;450 Nyborg;2012 2012;15.38
71 Hoover index;461 Odense;2012 2012;18.90
71 Hoover index;479 Svendborg;2012 2012;17.31
71 Hoover index;480 Nordfyns;2012 2012;15.20
71 Hoover index;482 Langeland;2012 2012;15.99
71 Hoover index;492 Ærø;2012 2012;17.45
71 Hoover index;510 Haderslev;2012 2012;16.67
71 Hoover index;530 Billund;2012 2012;16.57
71 Hoover index;540 Sønderborg;2012 2012;17.39
71 Hoover index;550 Tønder;2012 2012;17.04
71 Hoover index;561 Esbjerg;2012 2012;17.60
71 Hoover index;563 Fanø;2012 2012;17.50
71 Hoover index;573 Varde;2012 2012;16.89
71 Hoover index;575 Vejen;2012 2012;16.43
71 Hoover index;580 Aabenraa;2012 2012;17.00
71 Hoover index;607 Fredericia;2012 2012;16.49
71 Hoover index;615 Horsens;2012 2012;16.88
71 Hoover index;621 Kolding;2012 2012;17.23
71 Hoover index;630 Vejle;2012 2012;17.25
71 Hoover index;657 Herning;2012 2012;16.72
71 Hoover index;661 Holstebro;2012 2012;17.45
71 Hoover index;665 Lemvig;2012 2012;17.10
71 Hoover index;671 Struer;2012 2012;16.50
71 Hoover index;706 Syddjurs;2012 2012;16.26
71 Hoover index;707 Norddjurs;2012 2012;16.06
71 Hoover index;710 Favrskov;2012 2012;15.28
71 Hoover index;727 Odder;2012 2012;15.63
71 Hoover index;730 Randers;2012 2012;16.03
71 Hoover index;740 Silkeborg;2012 2012;16.64
71 Hoover index;741 Samsø;2012 2012;16.01
71 Hoover index;746 Skanderborg;2012 2012;15.43
71 Hoover index;751 Aarhus;2012 2012;21.19
71 Hoover index;756 Ikast-Brande;2012 2012;16.08
71 Hoover index;760 Ringkøbing-Skjern;2012 2012;17.22
71 Hoover index;766 Hedensted;2012 2012;15.51
71 Hoover index;773 Morsø;2012 2012;17.21
71 Hoover index;779 Skive;2012 2012;15.69
71 Hoover index;787 Thisted;2012 2012;16.53
71 Hoover index;791 Viborg;2012 2012;16.22
71 Hoover index;810 Brønderslev;2012 2012;15.80
71 Hoover index;813 Frederikshavn;2012 2012;16.44
71 Hoover index;820 Vesthimmerlands;2012 2012;16.33
71 Hoover index;825 Læsø;2012 2012;15.87
71 Hoover index;840 Rebild;2012 2012;16.34
71 Hoover index;846 Mariagerfjord;2012 2012;16.23
71 Hoover index;849 Jammerbugt;2012 2012;16.47
71 Hoover index;851 Aalborg;2012 2012;18.14
71 Hoover index;860 Hjørring;2012 2012;16.87
72 S80/S20 (Income quintile share ratio);000 All Denmark;2012 2012;4.11
72 S80/S20 (Income quintile share ratio);101 Copenhagen;2012 2012;5.32
72 S80/S20 (Income quintile share ratio);147 Frederiksberg;2012 2012;5.98
72 S80/S20 (Income quintile share ratio);151 Ballerup;2012 2012;3.52
72 S80/S20 (Income quintile share ratio);153 Brøndby;2012 2012;3.38
72 S80/S20 (Income quintile share ratio);155 Dragør;2012 2012;3.90
72 S80/S20 (Income quintile share ratio);157 Gentofte;2012 2012;10.01
72 S80/S20 (Income quintile share ratio);159 Gladsaxe;2012 2012;4.23
72 S80/S20 (Income quintile share ratio);161 Glostrup;2012 2012;3.36
72 S80/S20 (Income quintile share ratio);163 Herlev;2012 2012;3.42
72 S80/S20 (Income quintile share ratio);165 Albertslund;2012 2012;3.76
72 S80/S20 (Income quintile share ratio);167 Hvidovre;2012 2012;3.47
72 S80/S20 (Income quintile share ratio);169 Høje-Taastrup;2012 2012;3.47
72 S80/S20 (Income quintile share ratio);173 Lyngby-Taarbæk;2012 2012;5.68
72 S80/S20 (Income quintile share ratio);175 Rødovre;2012 2012;3.39
72 S80/S20 (Income quintile share ratio);183 Ishøj;2012 2012;3.36
72 S80/S20 (Income quintile share ratio);185 Tårnby;2012 2012;3.32
72 S80/S20 (Income quintile share ratio);187 Vallensbæk;2012 2012;3.45
72 S80/S20 (Income quintile share ratio);190 Furesø;2012 2012;4.33
72 S80/S20 (Income quintile share ratio);201 Allerød;2012 2012;3.70
72 S80/S20 (Income quintile share ratio);210 Fredensborg;2012 2012;4.78
72 S80/S20 (Income quintile share ratio);217 Helsingør;2012 2012;4.10
72 S80/S20 (Income quintile share ratio);219 Hillerød;2012 2012;3.66
72 S80/S20 (Income quintile share ratio);223 Hørsholm;2012 2012;6.71
72 S80/S20 (Income quintile share ratio);230 Rudersdal;2012 2012;7.46
72 S80/S20 (Income quintile share ratio);240 Egedal;2012 2012;2.92
72 S80/S20 (Income quintile share ratio);250 Frederikssund;2012 2012;3.23
72 S80/S20 (Income quintile share ratio);253 Greve;2012 2012;3.40
72 S80/S20 (Income quintile share ratio);259 Køge;2012 2012;3.38
72 S80/S20 (Income quintile share ratio);260 Halsnæs;2012 2012;2.97
72 S80/S20 (Income quintile share ratio);265 Roskilde;2012 2012;4.15
72 S80/S20 (Income quintile share ratio);269 Solrød;2012 2012;3.66
72 S80/S20 (Income quintile share ratio);270 Gribskov;2012 2012;3.68
72 S80/S20 (Income quintile share ratio);306 Odsherred;2012 2012;3.08
72 S80/S20 (Income quintile share ratio);316 Holbæk;2012 2012;3.48
72 S80/S20 (Income quintile share ratio);320 Faxe;2012 2012;3.28
72 S80/S20 (Income quintile share ratio);326 Kalundborg;2012 2012;3.50
72 S80/S20 (Income quintile share ratio);329 Ringsted;2012 2012;3.37
72 S80/S20 (Income quintile share ratio);330 Slagelse;2012 2012;3.39
72 S80/S20 (Income quintile share ratio);336 Stevns;2012 2012;3.38
72 S80/S20 (Income quintile share ratio);340 Sorø;2012 2012;3.51
72 S80/S20 (Income quintile share ratio);350 Lejre;2012 2012;3.45
72 S80/S20 (Income quintile share ratio);360 Lolland;2012 2012;3.61
72 S80/S20 (Income quintile share ratio);370 Næstved;2012 2012;3.33
72 S80/S20 (Income quintile share ratio);376 Guldborgsund;2012 2012;3.66
72 S80/S20 (Income quintile share ratio);390 Vordingborg;2012 2012;3.47
72 S80/S20 (Income quintile share ratio);400 Bornholm;2012 2012;3.04
