OMRÅDE;ALDER;KØN;TID;INDHOLD 
621 Kolding;TOT Age, total;TOT Total;2022M09 2022M09;2.0
630 Vejle;TOT Age, total;TOT Total;2022M09 2022M09;2.0
657 Herning;TOT Age, total;TOT Total;2022M09 2022M09;1.7
661 Holstebro;TOT Age, total;TOT Total;2022M09 2022M09;1.5
665 Lemvig;TOT Age, total;TOT Total;2022M09 2022M09;2.1
671 Struer;TOT Age, total;TOT Total;2022M09 2022M09;2.2
706 Syddjurs;TOT Age, total;TOT Total;2022M09 2022M09;2.2
707 Norddjurs;TOT Age, total;TOT Total;2022M09 2022M09;2.4
710 Favrskov;TOT Age, total;TOT Total;2022M09 2022M09;1.8
727 Odder;TOT Age, total;TOT Total;2022M09 2022M09;1.9
730 Randers;TOT Age, total;TOT Total;2022M09 2022M09;2.4
740 Silkeborg;TOT Age, total;TOT Total;2022M09 2022M09;2.0
741 Samsø;TOT Age, total;TOT Total;2022M09 2022M09;2.3
450 Nyborg;TOT Age, total;TOT Total;2014M02 2014M02;6.5
461 Odense;TOT Age, total;TOT Total;2014M02 2014M02;7.2
479 Svendborg;TOT Age, total;TOT Total;2014M02 2014M02;7.0
480 Nordfyns;TOT Age, total;TOT Total;2014M02 2014M02;6.0
482 Langeland;TOT Age, total;TOT Total;2014M02 2014M02;8.1
492 Ærø;TOT Age, total;TOT Total;2014M02 2014M02;6.2
510 Haderslev;TOT Age, total;TOT Total;2014M02 2014M02;5.7
530 Billund;TOT Age, total;TOT Total;2014M02 2014M02;4.3
540 Sønderborg;TOT Age, total;TOT Total;2014M02 2014M02;6.0
101 Copenhagen;TOT Age, total;TOT Total;2022M04 2022M04;3.3
147 Frederiksberg;TOT Age, total;TOT Total;2022M04 2022M04;2.8
151 Ballerup;TOT Age, total;TOT Total;2022M04 2022M04;2.4
153 Brøndby;TOT Age, total;TOT Total;2022M04 2022M04;4.4
155 Dragør;TOT Age, total;TOT Total;2022M04 2022M04;1.9
157 Gentofte;TOT Age, total;TOT Total;2022M04 2022M04;2.2
159 Gladsaxe;TOT Age, total;TOT Total;2022M04 2022M04;1.9
161 Glostrup;TOT Age, total;TOT Total;2022M04 2022M04;3.1
163 Herlev;TOT Age, total;TOT Total;2022M04 2022M04;2.2
165 Albertslund;TOT Age, total;TOT Total;2022M04 2022M04;3.7
167 Hvidovre;TOT Age, total;TOT Total;2022M04 2022M04;2.8
169 Høje-Taastrup;TOT Age, total;TOT Total;2022M04 2022M04;3.7
173 Lyngby-Taarbæk;TOT Age, total;TOT Total;2022M04 2022M04;2.0
175 Rødovre;TOT Age, total;TOT Total;2022M04 2022M04;3.3
101 Copenhagen;TOT Age, total;TOT Total;2008M05 2008M05;4.3
147 Frederiksberg;TOT Age, total;TOT Total;2008M05 2008M05;2.9
151 Ballerup;TOT Age, total;TOT Total;2008M05 2008M05;1.9
153 Brøndby;TOT Age, total;TOT Total;2008M05 2008M05;2.6
155 Dragør;TOT Age, total;TOT Total;2008M05 2008M05;1.7
157 Gentofte;TOT Age, total;TOT Total;2008M05 2008M05;1.7
159 Gladsaxe;TOT Age, total;TOT Total;2008M05 2008M05;2.3
161 Glostrup;TOT Age, total;TOT Total;2008M05 2008M05;1.9
550 Tønder;TOT Age, total;TOT Total;2014M02 2014M02;6.4
561 Esbjerg;TOT Age, total;TOT Total;2014M02 2014M02;5.4
563 Fanø;TOT Age, total;TOT Total;2014M02 2014M02;4.7
573 Varde;TOT Age, total;TOT Total;2014M02 2014M02;4.2
575 Vejen;TOT Age, total;TOT Total;2014M02 2014M02;5.0
580 Aabenraa;TOT Age, total;TOT Total;2014M02 2014M02;6.1
607 Fredericia;TOT Age, total;TOT Total;2014M02 2014M02;6.0
615 Horsens;TOT Age, total;TOT Total;2014M02 2014M02;5.5
621 Kolding;TOT Age, total;TOT Total;2014M02 2014M02;5.2
630 Vejle;TOT Age, total;TOT Total;2014M02 2014M02;5.1
657 Herning;TOT Age, total;TOT Total;2014M02 2014M02;5.4
661 Holstebro;TOT Age, total;TOT Total;2014M02 2014M02;4.2
665 Lemvig;TOT Age, total;TOT Total;2014M02 2014M02;4.5
671 Struer;TOT Age, total;TOT Total;2014M02 2014M02;6.3
706 Syddjurs;TOT Age, total;TOT Total;2014M02 2014M02;5.2
707 Norddjurs;TOT Age, total;TOT Total;2014M02 2014M02;6.1
710 Favrskov;TOT Age, total;TOT Total;2014M02 2014M02;4.1
727 Odder;TOT Age, total;TOT Total;2014M02 2014M02;4.3
730 Randers;TOT Age, total;TOT Total;2014M02 2014M02;6.3
740 Silkeborg;TOT Age, total;TOT Total;2014M02 2014M02;5.2
741 Samsø;TOT Age, total;TOT Total;2014M02 2014M02;8.7
746 Skanderborg;TOT Age, total;TOT Total;2014M02 2014M02;3.4
751 Aarhus;TOT Age, total;TOT Total;2014M02 2014M02;5.6
183 Ishøj;TOT Age, total;TOT Total;2022M04 2022M04;4.8
185 Tårnby;TOT Age, total;TOT Total;2022M04 2022M04;2.8
187 Vallensbæk;TOT Age, total;TOT Total;2022M04 2022M04;2.4
190 Furesø;TOT Age, total;TOT Total;2022M04 2022M04;2.1
201 Allerød;TOT Age, total;TOT Total;2022M04 2022M04;1.4
210 Fredensborg;TOT Age, total;TOT Total;2022M04 2022M04;2.0
217 Helsingør;TOT Age, total;TOT Total;2022M04 2022M04;2.5
219 Hillerød;TOT Age, total;TOT Total;2022M04 2022M04;1.8
223 Hørsholm;TOT Age, total;TOT Total;2022M04 2022M04;2.0
230 Rudersdal;TOT Age, total;TOT Total;2022M04 2022M04;1.8
240 Egedal;TOT Age, total;TOT Total;2022M04 2022M04;1.7
250 Frederikssund;TOT Age, total;TOT Total;2022M04 2022M04;1.8
175 Rødovre;TOT Age, total;TOT Total;2013M09 2013M09;5.3
183 Ishøj;TOT Age, total;TOT Total;2013M09 2013M09;10.7
185 Tårnby;TOT Age, total;TOT Total;2013M09 2013M09;5.5
187 Vallensbæk;TOT Age, total;TOT Total;2013M09 2013M09;5.4
190 Furesø;TOT Age, total;TOT Total;2013M09 2013M09;4.0
201 Allerød;TOT Age, total;TOT Total;2013M09 2013M09;2.6
210 Fredensborg;TOT Age, total;TOT Total;2013M09 2013M09;4.4
000 All Denmark;TOT Age, total;TOT Total;2020M07 2020M07;4.9
000 All Denmark;TOT Age, total;TOT Total;2023M09 2023M09;2.7
101 Copenhagen;TOT Age, total;TOT Total;2023M09 2023M09;3.4
657 Herning;TOT Age, total;TOT Total;2023M09 2023M09;2.2
661 Holstebro;TOT Age, total;TOT Total;2023M09 2023M09;1.7
665 Lemvig;TOT Age, total;TOT Total;2023M09 2023M09;1.8
671 Struer;TOT Age, total;TOT Total;2023M09 2023M09;2.7
706 Syddjurs;TOT Age, total;TOT Total;2023M09 2023M09;2.5
707 Norddjurs;TOT Age, total;TOT Total;2023M09 2023M09;2.7
710 Favrskov;TOT Age, total;TOT Total;2023M09 2023M09;2.0
727 Odder;TOT Age, total;TOT Total;2023M09 2023M09;2.6
730 Randers;TOT Age, total;TOT Total;2023M09 2023M09;2.9
740 Silkeborg;TOT Age, total;TOT Total;2023M09 2023M09;2.2
741 Samsø;TOT Age, total;TOT Total;2023M09 2023M09;2.2
746 Skanderborg;TOT Age, total;TOT Total;2023M09 2023M09;1.9
751 Aarhus;TOT Age, total;TOT Total;2023M09 2023M09;3.5
756 Ikast-Brande;TOT Age, total;TOT Total;2023M09 2023M09;2.1
760 Ringkøbing-Skjern;TOT Age, total;TOT Total;2023M09 2023M09;1.6
766 Hedensted;TOT Age, total;TOT Total;2023M09 2023M09;1.9
773 Morsø;TOT Age, total;TOT Total;2023M09 2023M09;2.5
779 Skive;TOT Age, total;TOT Total;2023M09 2023M09;1.9
787 Thisted;TOT Age, total;TOT Total;2023M09 2023M09;2.9
791 Viborg;TOT Age, total;TOT Total;2023M09 2023M09;2.4
810 Brønderslev;TOT Age, total;TOT Total;2023M09 2023M09;2.7
813 Frederikshavn;TOT Age, total;TOT Total;2023M09 2023M09;3.7
820 Vesthimmerlands;TOT Age, total;TOT Total;2023M09 2023M09;2.9
217 Helsingør;TOT Age, total;TOT Total;2013M09 2013M09;5.0
219 Hillerød;TOT Age, total;TOT Total;2013M09 2013M09;3.9
223 Hørsholm;TOT Age, total;TOT Total;2013M09 2013M09;3.0
230 Rudersdal;TOT Age, total;TOT Total;2013M09 2013M09;3.3
240 Egedal;TOT Age, total;TOT Total;2013M09 2013M09;3.7
250 Frederikssund;TOT Age, total;TOT Total;2013M09 2013M09;5.3
253 Greve;TOT Age, total;TOT Total;2013M09 2013M09;4.6
259 Køge;TOT Age, total;TOT Total;2013M09 2013M09;5.6
260 Halsnæs;TOT Age, total;TOT Total;2013M09 2013M09;6.0
265 Roskilde;TOT Age, total;TOT Total;2013M09 2013M09;4.2
269 Solrød;TOT Age, total;TOT Total;2013M09 2013M09;3.9
270 Gribskov;TOT Age, total;TOT Total;2013M09 2013M09;4.6
306 Odsherred;TOT Age, total;TOT Total;2013M09 2013M09;5.6
316 Holbæk;TOT Age, total;TOT Total;2013M09 2013M09;4.4
320 Faxe;TOT Age, total;TOT Total;2013M09 2013M09;5.4
326 Kalundborg;TOT Age, total;TOT Total;2013M09 2013M09;5.8
329 Ringsted;TOT Age, total;TOT Total;2013M09 2013M09;5.5
330 Slagelse;TOT Age, total;TOT Total;2013M09 2013M09;6.5
336 Stevns;TOT Age, total;TOT Total;2013M09 2013M09;5.7
340 Sorø;TOT Age, total;TOT Total;2013M09 2013M09;5.2
350 Lejre;TOT Age, total;TOT Total;2013M09 2013M09;3.3
360 Lolland;TOT Age, total;TOT Total;2013M09 2013M09;7.9
370 Næstved;TOT Age, total;TOT Total;2013M09 2013M09;5.7
101 Copenhagen;TOT Age, total;TOT Total;2020M07 2020M07;6.6
147 Frederiksberg;TOT Age, total;TOT Total;2020M07 2020M07;5.5
151 Ballerup;TOT Age, total;TOT Total;2020M07 2020M07;4.5
000 All Denmark;TOT Age, total;TOT Total;2014M12 2014M12;5.0
101 Copenhagen;TOT Age, total;TOT Total;2014M12 2014M12;6.2
147 Frederiksberg;TOT Age, total;TOT Total;2014M12 2014M12;5.0
151 Ballerup;TOT Age, total;TOT Total;2014M12 2014M12;4.9
153 Brøndby;TOT Age, total;TOT Total;2014M12 2014M12;6.7
155 Dragør;TOT Age, total;TOT Total;2014M12 2014M12;3.4
157 Gentofte;TOT Age, total;TOT Total;2014M12 2014M12;3.5
159 Gladsaxe;TOT Age, total;TOT Total;2014M12 2014M12;5.1
161 Glostrup;TOT Age, total;TOT Total;2014M12 2014M12;5.5
163 Herlev;TOT Age, total;TOT Total;2014M12 2014M12;5.3
165 Albertslund;TOT Age, total;TOT Total;2014M12 2014M12;7.4
167 Hvidovre;TOT Age, total;TOT Total;2014M12 2014M12;4.7
169 Høje-Taastrup;TOT Age, total;TOT Total;2014M12 2014M12;7.1
173 Lyngby-Taarbæk;TOT Age, total;TOT Total;2014M12 2014M12;3.5
175 Rødovre;TOT Age, total;TOT Total;2014M12 2014M12;5.4
183 Ishøj;TOT Age, total;TOT Total;2014M12 2014M12;9.5
185 Tårnby;TOT Age, total;TOT Total;2014M12 2014M12;5.1
187 Vallensbæk;TOT Age, total;TOT Total;2014M12 2014M12;4.7
190 Furesø;TOT Age, total;TOT Total;2014M12 2014M12;4.0
201 Allerød;TOT Age, total;TOT Total;2014M12 2014M12;2.3
210 Fredensborg;TOT Age, total;TOT Total;2014M12 2014M12;4.0
217 Helsingør;TOT Age, total;TOT Total;2014M12 2014M12;5.0
219 Hillerød;TOT Age, total;TOT Total;2014M12 2014M12;3.4
223 Hørsholm;TOT Age, total;TOT Total;2014M12 2014M12;3.0
230 Rudersdal;TOT Age, total;TOT Total;2014M12 2014M12;3.1
240 Egedal;TOT Age, total;TOT Total;2014M12 2014M12;3.0
250 Frederikssund;TOT Age, total;TOT Total;2014M12 2014M12;4.3
253 Greve;TOT Age, total;TOT Total;2014M12 2014M12;4.2
259 Køge;TOT Age, total;TOT Total;2014M12 2014M12;5.0
260 Halsnæs;TOT Age, total;TOT Total;2014M12 2014M12;5.2
265 Roskilde;TOT Age, total;TOT Total;2014M12 2014M12;4.1
269 Solrød;TOT Age, total;TOT Total;2014M12 2014M12;3.5
270 Gribskov;TOT Age, total;TOT Total;2014M12 2014M12;3.9
306 Odsherred;TOT Age, total;TOT Total;2014M12 2014M12;6.0
316 Holbæk;TOT Age, total;TOT Total;2014M12 2014M12;4.1
320 Faxe;TOT Age, total;TOT Total;2014M12 2014M12;4.9
326 Kalundborg;TOT Age, total;TOT Total;2014M12 2014M12;5.1
329 Ringsted;TOT Age, total;TOT Total;2014M12 2014M12;4.6
330 Slagelse;TOT Age, total;TOT Total;2014M12 2014M12;6.4
336 Stevns;TOT Age, total;TOT Total;2014M12 2014M12;4.7
340 Sorø;TOT Age, total;TOT Total;2014M12 2014M12;4.6
350 Lejre;TOT Age, total;TOT Total;2014M12 2014M12;3.2
360 Lolland;TOT Age, total;TOT Total;2014M12 2014M12;7.4
370 Næstved;TOT Age, total;TOT Total;2014M12 2014M12;5.2
376 Guldborgsund;TOT Age, total;TOT Total;2014M12 2014M12;5.7
390 Vordingborg;TOT Age, total;TOT Total;2014M12 2014M12;5.6
400 Bornholm;TOT Age, total;TOT Total;2014M12 2014M12;7.3
410 Middelfart;TOT Age, total;TOT Total;2014M12 2014M12;3.3
420 Assens;TOT Age, total;TOT Total;2014M12 2014M12;5.5
430 Faaborg-Midtfyn;TOT Age, total;TOT Total;2014M12 2014M12;5.2
440 Kerteminde;TOT Age, total;TOT Total;2014M12 2014M12;5.5
450 Nyborg;TOT Age, total;TOT Total;2014M12 2014M12;5.2
461 Odense;TOT Age, total;TOT Total;2014M12 2014M12;6.5
479 Svendborg;TOT Age, total;TOT Total;2014M12 2014M12;5.6
480 Nordfyns;TOT Age, total;TOT Total;2014M12 2014M12;5.3
482 Langeland;TOT Age, total;TOT Total;2014M12 2014M12;5.8
492 Ærø;TOT Age, total;TOT Total;2014M12 2014M12;4.7
510 Haderslev;TOT Age, total;TOT Total;2014M12 2014M12;4.8
530 Billund;TOT Age, total;TOT Total;2014M12 2014M12;3.9
540 Sønderborg;TOT Age, total;TOT Total;2014M12 2014M12;4.6
550 Tønder;TOT Age, total;TOT Total;2014M12 2014M12;5.1
561 Esbjerg;TOT Age, total;TOT Total;2014M12 2014M12;4.5
563 Fanø;TOT Age, total;TOT Total;2014M12 2014M12;4.0
573 Varde;TOT Age, total;TOT Total;2014M12 2014M12;3.4
575 Vejen;TOT Age, total;TOT Total;2014M12 2014M12;4.1
580 Aabenraa;TOT Age, total;TOT Total;2014M12 2014M12;5.5
607 Fredericia;TOT Age, total;TOT Total;2014M12 2014M12;5.4
615 Horsens;TOT Age, total;TOT Total;2014M12 2014M12;4.3
621 Kolding;TOT Age, total;TOT Total;2014M12 2014M12;4.6
630 Vejle;TOT Age, total;TOT Total;2014M12 2014M12;4.2
000 All Denmark;TOT Age, total;TOT Total;2021M04 2021M04;4.2
101 Copenhagen;TOT Age, total;TOT Total;2011M03 2011M03;7.8
147 Frederiksberg;TOT Age, total;TOT Total;2011M03 2011M03;5.9
151 Ballerup;TOT Age, total;TOT Total;2011M03 2011M03;5.5
153 Brøndby;TOT Age, total;TOT Total;2011M03 2011M03;7.0
155 Dragør;TOT Age, total;TOT Total;2011M03 2011M03;3.8
157 Gentofte;TOT Age, total;TOT Total;2011M03 2011M03;3.7
159 Gladsaxe;TOT Age, total;TOT Total;2011M03 2011M03;6.0
161 Glostrup;TOT Age, total;TOT Total;2011M03 2011M03;7.0
163 Herlev;TOT Age, total;TOT Total;2011M03 2011M03;6.2
165 Albertslund;TOT Age, total;TOT Total;2011M03 2011M03;8.3
167 Hvidovre;TOT Age, total;TOT Total;2011M03 2011M03;5.7
169 Høje-Taastrup;TOT Age, total;TOT Total;2011M03 2011M03;8.1
173 Lyngby-Taarbæk;TOT Age, total;TOT Total;2011M03 2011M03;4.1
329 Ringsted;TOT Age, total;TOT Total;2020M05 2020M05;4.6
330 Slagelse;TOT Age, total;TOT Total;2020M05 2020M05;5.8
336 Stevns;TOT Age, total;TOT Total;2020M05 2020M05;4.7
340 Sorø;TOT Age, total;TOT Total;2020M05 2020M05;5.4
350 Lejre;TOT Age, total;TOT Total;2020M05 2020M05;3.9
360 Lolland;TOT Age, total;TOT Total;2020M05 2020M05;6.9
370 Næstved;TOT Age, total;TOT Total;2020M05 2020M05;5.2
376 Guldborgsund;TOT Age, total;TOT Total;2020M05 2020M05;6.1
390 Vordingborg;TOT Age, total;TOT Total;2020M05 2020M05;5.9
400 Bornholm;TOT Age, total;TOT Total;2020M05 2020M05;6.9
410 Middelfart;TOT Age, total;TOT Total;2020M05 2020M05;4.2
420 Assens;TOT Age, total;TOT Total;2020M05 2020M05;5.4
430 Faaborg-Midtfyn;TOT Age, total;TOT Total;2020M05 2020M05;5.5
440 Kerteminde;TOT Age, total;TOT Total;2020M05 2020M05;5.5
450 Nyborg;TOT Age, total;TOT Total;2020M05 2020M05;5.9
461 Odense;TOT Age, total;TOT Total;2020M05 2020M05;6.3
479 Svendborg;TOT Age, total;TOT Total;2020M05 2020M05;6.2
480 Nordfyns;TOT Age, total;TOT Total;2020M05 2020M05;5.8
482 Langeland;TOT Age, total;TOT Total;2020M05 2020M05;6.6
492 Ærø;TOT Age, total;TOT Total;2020M05 2020M05;4.9
510 Haderslev;TOT Age, total;TOT Total;2020M05 2020M05;5.0
530 Billund;TOT Age, total;TOT Total;2020M05 2020M05;4.1
540 Sønderborg;TOT Age, total;TOT Total;2020M05 2020M05;5.2
746 Skanderborg;TOT Age, total;TOT Total;2022M09 2022M09;1.7
751 Aarhus;TOT Age, total;TOT Total;2022M09 2022M09;3.1
756 Ikast-Brande;TOT Age, total;TOT Total;2022M09 2022M09;1.6
760 Ringkøbing-Skjern;TOT Age, total;TOT Total;2022M09 2022M09;1.4
766 Hedensted;TOT Age, total;TOT Total;2022M09 2022M09;1.4
773 Morsø;TOT Age, total;TOT Total;2022M09 2022M09;2.0
779 Skive;TOT Age, total;TOT Total;2022M09 2022M09;1.5
787 Thisted;TOT Age, total;TOT Total;2022M09 2022M09;1.5
791 Viborg;TOT Age, total;TOT Total;2022M09 2022M09;2.3
810 Brønderslev;TOT Age, total;TOT Total;2022M09 2022M09;2.6
813 Frederikshavn;TOT Age, total;TOT Total;2022M09 2022M09;2.8
820 Vesthimmerlands;TOT Age, total;TOT Total;2022M09 2022M09;2.1
825 Læsø;TOT Age, total;TOT Total;2022M09 2022M09;2.4
840 Rebild;TOT Age, total;TOT Total;2022M09 2022M09;2.0
846 Mariagerfjord;TOT Age, total;TOT Total;2022M09 2022M09;2.1
849 Jammerbugt;TOT Age, total;TOT Total;2022M09 2022M09;2.1
851 Aalborg;TOT Age, total;TOT Total;2022M09 2022M09;3.4
860 Hjørring;TOT Age, total;TOT Total;2022M09 2022M09;2.3
175 Rødovre;TOT Age, total;TOT Total;2011M03 2011M03;6.3
183 Ishøj;TOT Age, total;TOT Total;2011M03 2011M03;10.9
185 Tårnby;TOT Age, total;TOT Total;2011M03 2011M03;6.4
187 Vallensbæk;TOT Age, total;TOT Total;2011M03 2011M03;5.3
190 Furesø;TOT Age, total;TOT Total;2011M03 2011M03;4.3
201 Allerød;TOT Age, total;TOT Total;2011M03 2011M03;3.2
210 Fredensborg;TOT Age, total;TOT Total;2011M03 2011M03;4.7
217 Helsingør;TOT Age, total;TOT Total;2011M03 2011M03;5.9
219 Hillerød;TOT Age, total;TOT Total;2011M03 2011M03;5.1
223 Hørsholm;TOT Age, total;TOT Total;2011M03 2011M03;3.4
230 Rudersdal;TOT Age, total;TOT Total;2011M03 2011M03;3.7
240 Egedal;TOT Age, total;TOT Total;2011M03 2011M03;3.9
250 Frederikssund;TOT Age, total;TOT Total;2011M03 2011M03;5.6
253 Greve;TOT Age, total;TOT Total;2011M03 2011M03;5.0
259 Køge;TOT Age, total;TOT Total;2011M03 2011M03;6.9
260 Halsnæs;TOT Age, total;TOT Total;2011M03 2011M03;7.9
265 Roskilde;TOT Age, total;TOT Total;2011M03 2011M03;4.6
269 Solrød;TOT Age, total;TOT Total;2011M03 2011M03;4.8
270 Gribskov;TOT Age, total;TOT Total;2011M03 2011M03;6.0
306 Odsherred;TOT Age, total;TOT Total;2011M03 2011M03;8.5
316 Holbæk;TOT Age, total;TOT Total;2011M03 2011M03;6.1
320 Faxe;TOT Age, total;TOT Total;2011M03 2011M03;7.0
326 Kalundborg;TOT Age, total;TOT Total;2011M03 2011M03;7.5
000 All Denmark;TOT Age, total;TOT Total;2018M08 2018M08;3.7
253 Greve;TOT Age, total;TOT Total;2022M04 2022M04;2.0
259 Køge;TOT Age, total;TOT Total;2022M04 2022M04;2.2
260 Halsnæs;TOT Age, total;TOT Total;2022M04 2022M04;2.3
265 Roskilde;TOT Age, total;TOT Total;2022M04 2022M04;2.2
269 Solrød;TOT Age, total;TOT Total;2022M04 2022M04;1.8
270 Gribskov;TOT Age, total;TOT Total;2022M04 2022M04;1.6
306 Odsherred;TOT Age, total;TOT Total;2022M04 2022M04;2.3
316 Holbæk;TOT Age, total;TOT Total;2022M04 2022M04;2.0
320 Faxe;TOT Age, total;TOT Total;2022M04 2022M04;2.5
326 Kalundborg;TOT Age, total;TOT Total;2022M04 2022M04;2.6
329 Ringsted;TOT Age, total;TOT Total;2022M04 2022M04;2.3
163 Herlev;TOT Age, total;TOT Total;2008M05 2008M05;2.3
165 Albertslund;TOT Age, total;TOT Total;2008M05 2008M05;3.8
167 Hvidovre;TOT Age, total;TOT Total;2008M05 2008M05;2.0
169 Høje-Taastrup;TOT Age, total;TOT Total;2008M05 2008M05;2.9
173 Lyngby-Taarbæk;TOT Age, total;TOT Total;2008M05 2008M05;1.5
175 Rødovre;TOT Age, total;TOT Total;2008M05 2008M05;2.3
183 Ishøj;TOT Age, total;TOT Total;2008M05 2008M05;5.0
185 Tårnby;TOT Age, total;TOT Total;2008M05 2008M05;2.6
187 Vallensbæk;TOT Age, total;TOT Total;2008M05 2008M05;1.8
190 Furesø;TOT Age, total;TOT Total;2008M05 2008M05;2.0
201 Allerød;TOT Age, total;TOT Total;2008M05 2008M05;1.1
210 Fredensborg;TOT Age, total;TOT Total;2008M05 2008M05;1.9
217 Helsingør;TOT Age, total;TOT Total;2008M05 2008M05;2.4
219 Hillerød;TOT Age, total;TOT Total;2008M05 2008M05;1.4
223 Hørsholm;TOT Age, total;TOT Total;2008M05 2008M05;1.2
230 Rudersdal;TOT Age, total;TOT Total;2008M05 2008M05;1.4
240 Egedal;TOT Age, total;TOT Total;2008M05 2008M05;1.0
250 Frederikssund;TOT Age, total;TOT Total;2008M05 2008M05;1.6
253 Greve;TOT Age, total;TOT Total;2008M05 2008M05;1.7
259 Køge;TOT Age, total;TOT Total;2008M05 2008M05;2.4
260 Halsnæs;TOT Age, total;TOT Total;2008M05 2008M05;2.3
265 Roskilde;TOT Age, total;TOT Total;2008M05 2008M05;1.6
269 Solrød;TOT Age, total;TOT Total;2008M05 2008M05;1.9
000 All Denmark;TOT Age, total;TOT Total;2011M01 2011M01;6.8
756 Ikast-Brande;TOT Age, total;TOT Total;2014M02 2014M02;6.2
760 Ringkøbing-Skjern;TOT Age, total;TOT Total;2014M02 2014M02;4.5
766 Hedensted;TOT Age, total;TOT Total;2014M02 2014M02;4.1
773 Morsø;TOT Age, total;TOT Total;2014M02 2014M02;6.1
779 Skive;TOT Age, total;TOT Total;2014M02 2014M02;4.5
787 Thisted;TOT Age, total;TOT Total;2014M02 2014M02;5.0
791 Viborg;TOT Age, total;TOT Total;2014M02 2014M02;4.9
810 Brønderslev;TOT Age, total;TOT Total;2014M02 2014M02;5.9
813 Frederikshavn;TOT Age, total;TOT Total;2014M02 2014M02;6.7
820 Vesthimmerlands;TOT Age, total;TOT Total;2014M02 2014M02;6.8
825 Læsø;TOT Age, total;TOT Total;2014M02 2014M02;12.1
840 Rebild;TOT Age, total;TOT Total;2014M02 2014M02;5.0
846 Mariagerfjord;TOT Age, total;TOT Total;2014M02 2014M02;5.9
849 Jammerbugt;TOT Age, total;TOT Total;2014M02 2014M02;6.1
851 Aalborg;TOT Age, total;TOT Total;2014M02 2014M02;6.6
860 Hjørring;TOT Age, total;TOT Total;2014M02 2014M02;7.1
000 All Denmark;TOT Age, total;TOT Total;2021M07 2021M07;3.5
330 Slagelse;TOT Age, total;TOT Total;2022M04 2022M04;2.9
336 Stevns;TOT Age, total;TOT Total;2022M04 2022M04;2.6
340 Sorø;TOT Age, total;TOT Total;2022M04 2022M04;2.3
350 Lejre;TOT Age, total;TOT Total;2022M04 2022M04;2.1
360 Lolland;TOT Age, total;TOT Total;2022M04 2022M04;3.1
370 Næstved;TOT Age, total;TOT Total;2022M04 2022M04;2.8
376 Guldborgsund;TOT Age, total;TOT Total;2022M04 2022M04;2.8
390 Vordingborg;TOT Age, total;TOT Total;2022M04 2022M04;2.9
400 Bornholm;TOT Age, total;TOT Total;2022M04 2022M04;2.1
410 Middelfart;TOT Age, total;TOT Total;2022M04 2022M04;1.6
420 Assens;TOT Age, total;TOT Total;2022M04 2022M04;2.0
430 Faaborg-Midtfyn;TOT Age, total;TOT Total;2022M04 2022M04;2.0
440 Kerteminde;TOT Age, total;TOT Total;2022M04 2022M04;2.1
450 Nyborg;TOT Age, total;TOT Total;2022M04 2022M04;2.2
461 Odense;TOT Age, total;TOT Total;2022M04 2022M04;2.9
153 Brøndby;TOT Age, total;TOT Total;2020M07 2020M07;7.9
155 Dragør;TOT Age, total;TOT Total;2020M07 2020M07;3.7
157 Gentofte;TOT Age, total;TOT Total;2020M07 2020M07;3.9
159 Gladsaxe;TOT Age, total;TOT Total;2020M07 2020M07;4.3
161 Glostrup;TOT Age, total;TOT Total;2020M07 2020M07;5.2
163 Herlev;TOT Age, total;TOT Total;2020M07 2020M07;4.2
165 Albertslund;TOT Age, total;TOT Total;2020M07 2020M07;6.6
