KOMMUNEDK;INDKN;TID;INDHOLD
217 Helsingør;60 60 per cent of median income;2005 2005;8.3
223 Hørsholm;60 60 per cent of median income;2005 2005;4.6
240 Egedal;60 60 per cent of median income;2005 2005;3.5
253 Greve;60 60 per cent of median income;2005 2005;5.8
260 Halsnæs;60 60 per cent of median income;2005 2005;7.1
269 Solrød;60 60 per cent of median income;2005 2005;3.9
306 Odsherred;60 60 per cent of median income;2005 2005;9.2
320 Faxe;60 60 per cent of median income;2005 2005;8.3
329 Ringsted;60 60 per cent of median income;2005 2005;8.0
336 Stevns;60 60 per cent of median income;2005 2005;6.6
350 Lejre;60 60 per cent of median income;2005 2005;4.9
370 Næstved;60 60 per cent of median income;2005 2005;9.0
390 Vordingborg;60 60 per cent of median income;2005 2005;10.2
410 Middelfart;60 60 per cent of median income;2005 2005;7.2
430 Faaborg-Midtfyn;60 60 per cent of median income;2005 2005;9.1
450 Nyborg;60 60 per cent of median income;2005 2005;9.4
479 Svendborg;60 60 per cent of median income;2005 2005;11.7
482 Langeland;60 60 per cent of median income;2005 2005;13.7
510 Haderslev;60 60 per cent of median income;2005 2005;9.7
540 Sønderborg;60 60 per cent of median income;2005 2005;9.7
561 Esbjerg;60 60 per cent of median income;2005 2005;10.1
573 Varde;60 60 per cent of median income;2005 2005;8.7
580 Aabenraa;60 60 per cent of median income;2005 2005;9.8
615 Horsens;60 60 per cent of median income;2005 2005;9.9
630 Vejle;60 60 per cent of median income;2005 2005;8.6
661 Holstebro;60 60 per cent of median income;2005 2005;9.5
671 Struer;60 60 per cent of median income;2005 2005;8.9
707 Norddjurs;60 60 per cent of median income;2005 2005;10.7
727 Odder;60 60 per cent of median income;2005 2005;6.5
740 Silkeborg;60 60 per cent of median income;2005 2005;8.0
746 Skanderborg;60 60 per cent of median income;2005 2005;5.2
756 Ikast-Brande;60 60 per cent of median income;2005 2005;9.0
766 Hedensted;60 60 per cent of median income;2005 2005;6.1
779 Skive;60 60 per cent of median income;2005 2005;9.7
791 Viborg;60 60 per cent of median income;2005 2005;8.9
813 Frederikshavn;60 60 per cent of median income;2005 2005;8.7
825 Læsø;60 60 per cent of median income;2005 2005;10.2
846 Mariagerfjord;60 60 per cent of median income;2005 2005;9.7
851 Aalborg;60 60 per cent of median income;2005 2005;13.2
000 All Denmark;60 60 per cent of median income;2002 2002;10.0
147 Frederiksberg;60 60 per cent of median income;2002 2002;13.2
153 Brøndby;60 60 per cent of median income;2002 2002;8.4
157 Gentofte;60 60 per cent of median income;2002 2002;7.3
161 Glostrup;60 60 per cent of median income;2002 2002;6.6
165 Albertslund;60 60 per cent of median income;2002 2002;12.0
169 Høje-Taastrup;60 60 per cent of median income;2002 2002;8.0
175 Rødovre;60 60 per cent of median income;2002 2002;8.0
185 Tårnby;60 60 per cent of median income;2002 2002;6.1
190 Furesø;60 60 per cent of median income;2002 2002;4.9
210 Fredensborg;60 60 per cent of median income;2002 2002;6.1
219 Hillerød;60 60 per cent of median income;2002 2002;5.8
230 Rudersdal;60 60 per cent of median income;2002 2002;6.2
250 Frederikssund;60 60 per cent of median income;2002 2002;5.7
259 Køge;60 60 per cent of median income;2002 2002;6.2
265 Roskilde;60 60 per cent of median income;2002 2002;6.8
270 Gribskov;60 60 per cent of median income;2002 2002;6.0
316 Holbæk;60 60 per cent of median income;2002 2002;8.2
326 Kalundborg;60 60 per cent of median income;2002 2002;8.4
330 Slagelse;60 60 per cent of median income;2002 2002;9.9
340 Sorø;60 60 per cent of median income;2002 2002;7.3
360 Lolland;60 60 per cent of median income;2002 2002;12.6
376 Guldborgsund;60 60 per cent of median income;2002 2002;10.2
400 Bornholm;60 60 per cent of median income;2002 2002;10.1
420 Assens;60 60 per cent of median income;2002 2002;8.0
440 Kerteminde;60 60 per cent of median income;2002 2002;7.1
461 Odense;60 60 per cent of median income;2002 2002;14.2
480 Nordfyns;60 60 per cent of median income;2002 2002;8.1
492 Ærø;60 60 per cent of median income;2002 2002;11.0
530 Billund;60 60 per cent of median income;2002 2002;6.7
550 Tønder;60 60 per cent of median income;2002 2002;10.0
563 Fanø;60 60 per cent of median income;2002 2002;6.8
575 Vejen;60 60 per cent of median income;2002 2002;8.5
607 Fredericia;60 60 per cent of median income;2002 2002;7.3
621 Kolding;60 60 per cent of median income;2002 2002;8.6
657 Herning;60 60 per cent of median income;2002 2002;8.6
665 Lemvig;60 60 per cent of median income;2002 2002;9.3
706 Syddjurs;60 60 per cent of median income;2002 2002;7.0
710 Favrskov;60 60 per cent of median income;2002 2002;5.5
730 Randers;60 60 per cent of median income;2002 2002;9.1
741 Samsø;60 60 per cent of median income;2002 2002;11.1
751 Aarhus;60 60 per cent of median income;2002 2002;15.7
000 All Denmark;50 50 per cent of median income;2013 2013;7.3
147 Frederiksberg;50 50 per cent of median income;2013 2013;10.8
153 Brøndby;50 50 per cent of median income;2013 2013;7.6
157 Gentofte;50 50 per cent of median income;2013 2013;6.5
161 Glostrup;50 50 per cent of median income;2013 2013;5.6
165 Albertslund;50 50 per cent of median income;2013 2013;10.5
169 Høje-Taastrup;50 50 per cent of median income;2013 2013;7.1
175 Rødovre;50 50 per cent of median income;2013 2013;6.4
185 Tårnby;50 50 per cent of median income;2013 2013;5.0
190 Furesø;50 50 per cent of median income;2013 2013;3.9
210 Fredensborg;50 50 per cent of median income;2013 2013;4.6
219 Hillerød;50 50 per cent of median income;2013 2013;4.7
230 Rudersdal;50 50 per cent of median income;2013 2013;4.9
250 Frederikssund;50 50 per cent of median income;2013 2013;4.1
259 Køge;50 50 per cent of median income;2013 2013;4.7
265 Roskilde;50 50 per cent of median income;2013 2013;6.3
270 Gribskov;50 50 per cent of median income;2013 2013;4.4
316 Holbæk;50 50 per cent of median income;2013 2013;5.4
326 Kalundborg;50 50 per cent of median income;2013 2013;5.2
330 Slagelse;50 50 per cent of median income;2013 2013;6.9
340 Sorø;50 50 per cent of median income;2013 2013;4.6
360 Lolland;50 50 per cent of median income;2013 2013;6.6
376 Guldborgsund;50 50 per cent of median income;2013 2013;6.6
400 Bornholm;50 50 per cent of median income;2013 2013;4.8
420 Assens;50 50 per cent of median income;2013 2013;4.1
440 Kerteminde;50 50 per cent of median income;2013 2013;4.0
461 Odense;50 50 per cent of median income;2013 2013;10.9
480 Nordfyns;50 50 per cent of median income;2013 2013;4.0
492 Ærø;50 50 per cent of median income;2013 2013;8.4
530 Billund;50 50 per cent of median income;2013 2013;4.3
550 Tønder;50 50 per cent of median income;2013 2013;6.5
563 Fanø;50 50 per cent of median income;2013 2013;3.8
575 Vejen;50 50 per cent of median income;2013 2013;4.5
607 Fredericia;50 50 per cent of median income;2013 2013;6.1
621 Kolding;50 50 per cent of median income;2013 2013;6.0
657 Herning;50 50 per cent of median income;2013 2013;6.0
665 Lemvig;50 50 per cent of median income;2013 2013;4.5
706 Syddjurs;50 50 per cent of median income;2013 2013;4.1
710 Favrskov;50 50 per cent of median income;2013 2013;3.0
730 Randers;50 50 per cent of median income;2013 2013;6.2
741 Samsø;50 50 per cent of median income;2013 2013;4.7
751 Aarhus;50 50 per cent of median income;2013 2013;12.8
760 Ringkøbing-Skjern;50 50 per cent of median income;2013 2013;4.6
773 Morsø;50 50 per cent of median income;2013 2013;5.3
787 Thisted;50 50 per cent of median income;2013 2013;5.2
810 Brønderslev;50 50 per cent of median income;2013 2013;4.8
820 Vesthimmerlands;50 50 per cent of median income;2013 2013;5.6
840 Rebild;50 50 per cent of median income;2013 2013;3.6
849 Jammerbugt;50 50 per cent of median income;2013 2013;4.6
860 Hjørring;50 50 per cent of median income;2013 2013;5.6
101 Copenhagen;50 50 per cent of median income;2012 2012;15.1
151 Ballerup;50 50 per cent of median income;2012 2012;5.5
155 Dragør;50 50 per cent of median income;2012 2012;3.5
159 Gladsaxe;50 50 per cent of median income;2012 2012;7.4
163 Herlev;50 50 per cent of median income;2012 2012;5.3
167 Hvidovre;50 50 per cent of median income;2012 2012;6.7
173 Lyngby-Taarbæk;50 50 per cent of median income;2012 2012;6.7
183 Ishøj;50 50 per cent of median income;2012 2012;7.5
187 Vallensbæk;50 50 per cent of median income;2012 2012;4.9
201 Allerød;50 50 per cent of median income;2012 2012;2.7
217 Helsingør;50 50 per cent of median income;2012 2012;5.6
223 Hørsholm;50 50 per cent of median income;2012 2012;4.3
240 Egedal;50 50 per cent of median income;2012 2012;2.4
253 Greve;50 50 per cent of median income;2012 2012;3.7
260 Halsnæs;50 50 per cent of median income;2012 2012;4.2
269 Solrød;50 50 per cent of median income;2012 2012;3.0
306 Odsherred;50 50 per cent of median income;2012 2012;4.7
320 Faxe;50 50 per cent of median income;2012 2012;4.6
329 Ringsted;50 50 per cent of median income;2012 2012;5.0
336 Stevns;50 50 per cent of median income;2012 2012;4.1
350 Lejre;50 50 per cent of median income;2012 2012;3.5
370 Næstved;50 50 per cent of median income;2012 2012;5.4
390 Vordingborg;50 50 per cent of median income;2012 2012;5.8
410 Middelfart;50 50 per cent of median income;2012 2012;3.5
430 Faaborg-Midtfyn;50 50 per cent of median income;2012 2012;4.1
450 Nyborg;50 50 per cent of median income;2012 2012;4.0
479 Svendborg;50 50 per cent of median income;2012 2012;6.4
482 Langeland;50 50 per cent of median income;2012 2012;5.7
510 Haderslev;50 50 per cent of median income;2012 2012;6.3
540 Sønderborg;50 50 per cent of median income;2012 2012;5.7
561 Esbjerg;50 50 per cent of median income;2012 2012;6.3
573 Varde;50 50 per cent of median income;2012 2012;4.7
580 Aabenraa;50 50 per cent of median income;2012 2012;5.9
615 Horsens;50 50 per cent of median income;2012 2012;6.1
630 Vejle;50 50 per cent of median income;2012 2012;5.1
661 Holstebro;50 50 per cent of median income;2012 2012;5.7
671 Struer;50 50 per cent of median income;2012 2012;4.7
707 Norddjurs;50 50 per cent of median income;2012 2012;6.3
727 Odder;50 50 per cent of median income;2012 2012;3.6
740 Silkeborg;50 50 per cent of median income;2012 2012;4.7
746 Skanderborg;50 50 per cent of median income;2012 2012;2.9
756 Ikast-Brande;50 50 per cent of median income;2012 2012;4.5
766 Hedensted;50 50 per cent of median income;2012 2012;3.5
779 Skive;50 50 per cent of median income;2012 2012;4.9
791 Viborg;50 50 per cent of median income;2012 2012;5.1
813 Frederikshavn;50 50 per cent of median income;2012 2012;4.4
825 Læsø;50 50 per cent of median income;2012 2012;4.1
846 Mariagerfjord;50 50 per cent of median income;2012 2012;4.7
851 Aalborg;50 50 per cent of median income;2012 2012;9.4
000 All Denmark;50 50 per cent of median income;2011 2011;7.3
147 Frederiksberg;50 50 per cent of median income;2011 2011;10.7
153 Brøndby;50 50 per cent of median income;2011 2011;7.0
157 Gentofte;50 50 per cent of median income;2011 2011;6.8
161 Glostrup;50 50 per cent of median income;2011 2011;5.1
165 Albertslund;50 50 per cent of median income;2011 2011;10.3
169 Høje-Taastrup;50 50 per cent of median income;2011 2011;6.8
175 Rødovre;50 50 per cent of median income;2011 2011;6.1
185 Tårnby;50 50 per cent of median income;2011 2011;4.9
190 Furesø;50 50 per cent of median income;2011 2011;4.2
210 Fredensborg;50 50 per cent of median income;2011 2011;4.8
219 Hillerød;50 50 per cent of median income;2011 2011;4.8
230 Rudersdal;50 50 per cent of median income;2011 2011;5.5
250 Frederikssund;50 50 per cent of median income;2011 2011;4.2
259 Køge;50 50 per cent of median income;2011 2011;4.8
265 Roskilde;50 50 per cent of median income;2011 2011;6.4
270 Gribskov;50 50 per cent of median income;2011 2011;4.7
316 Holbæk;50 50 per cent of median income;2011 2011;6.0
326 Kalundborg;50 50 per cent of median income;2011 2011;5.4
330 Slagelse;50 50 per cent of median income;2011 2011;6.9
340 Sorø;50 50 per cent of median income;2011 2011;5.0
360 Lolland;50 50 per cent of median income;2011 2011;7.1
376 Guldborgsund;50 50 per cent of median income;2011 2011;6.8
400 Bornholm;50 50 per cent of median income;2011 2011;5.3
420 Assens;50 50 per cent of median income;2011 2011;4.4
440 Kerteminde;50 50 per cent of median income;2011 2011;3.8
461 Odense;50 50 per cent of median income;2011 2011;10.3
480 Nordfyns;50 50 per cent of median income;2011 2011;4.5
492 Ærø;50 50 per cent of median income;2011 2011;8.1
530 Billund;50 50 per cent of median income;2011 2011;4.3
550 Tønder;50 50 per cent of median income;2011 2011;6.7
563 Fanø;50 50 per cent of median income;2011 2011;4.4
575 Vejen;50 50 per cent of median income;2011 2011;5.1
607 Fredericia;50 50 per cent of median income;2011 2011;5.7
621 Kolding;50 50 per cent of median income;2011 2011;6.0
657 Herning;50 50 per cent of median income;2011 2011;6.3
665 Lemvig;50 50 per cent of median income;2011 2011;5.2
706 Syddjurs;50 50 per cent of median income;2011 2011;4.4
710 Favrskov;50 50 per cent of median income;2011 2011;3.3
730 Randers;50 50 per cent of median income;2011 2011;6.1
741 Samsø;50 50 per cent of median income;2011 2011;6.2
751 Aarhus;50 50 per cent of median income;2011 2011;12.3
760 Ringkøbing-Skjern;50 50 per cent of median income;2011 2011;5.1
773 Morsø;50 50 per cent of median income;2002 2002;4.9
787 Thisted;50 50 per cent of median income;2002 2002;5.1
810 Brønderslev;50 50 per cent of median income;2002 2002;4.5
820 Vesthimmerlands;50 50 per cent of median income;2002 2002;5.3
840 Rebild;50 50 per cent of median income;2002 2002;4.2
849 Jammerbugt;50 50 per cent of median income;2002 2002;4.2
860 Hjørring;50 50 per cent of median income;2002 2002;4.6
760 Ringkøbing-Skjern;60 60 per cent of median income;2015 2015;9.2
773 Morsø;60 60 per cent of median income;2015 2015;11.5
787 Thisted;60 60 per cent of median income;2015 2015;11.1
810 Brønderslev;60 60 per cent of median income;2015 2015;10.7
820 Vesthimmerlands;60 60 per cent of median income;2015 2015;11.8
840 Rebild;60 60 per cent of median income;2015 2015;7.6
849 Jammerbugt;60 60 per cent of median income;2015 2015;9.8
860 Hjørring;60 60 per cent of median income;2015 2015;11.3
101 Copenhagen;60 60 per cent of median income;2016 2016;24.2
151 Ballerup;60 60 per cent of median income;2016 2016;10.8
155 Dragør;60 60 per cent of median income;2016 2016;7.0
159 Gladsaxe;60 60 per cent of median income;2016 2016;13.5
163 Herlev;60 60 per cent of median income;2016 2016;11.7
167 Hvidovre;60 60 per cent of median income;2016 2016;13.0
173 Lyngby-Taarbæk;60 60 per cent of median income;2016 2016;11.3
183 Ishøj;60 60 per cent of median income;2016 2016;17.1
187 Vallensbæk;60 60 per cent of median income;2016 2016;9.2
201 Allerød;60 60 per cent of median income;2016 2016;5.3
217 Helsingør;60 60 per cent of median income;2016 2016;10.8
223 Hørsholm;60 60 per cent of median income;2016 2016;7.1
240 Egedal;60 60 per cent of median income;2016 2016;5.5
253 Greve;60 60 per cent of median income;2016 2016;8.3
260 Halsnæs;60 60 per cent of median income;2016 2016;10.0
269 Solrød;60 60 per cent of median income;2016 2016;7.0
306 Odsherred;60 60 per cent of median income;2016 2016;11.9
320 Faxe;60 60 per cent of median income;2016 2016;11.2
329 Ringsted;60 60 per cent of median income;2016 2016;11.7
336 Stevns;60 60 per cent of median income;2016 2016;9.2
350 Lejre;60 60 per cent of median income;2016 2016;6.8
370 Næstved;60 60 per cent of median income;2016 2016;12.2
390 Vordingborg;60 60 per cent of median income;2016 2016;13.3
410 Middelfart;60 60 per cent of median income;2016 2016;8.5
430 Faaborg-Midtfyn;60 60 per cent of median income;2016 2016;10.2
450 Nyborg;60 60 per cent of median income;2016 2016;11.2
479 Svendborg;60 60 per cent of median income;2016 2016;13.7
482 Langeland;60 60 per cent of median income;2016 2016;14.3
510 Haderslev;60 60 per cent of median income;2016 2016;12.8
